event_name,event_date,location,bout,fighter_a,fighter_b,winner,outcome_a,outcome_b,weight_class,method,finish_round,finish_time,time_format,referee,fight_url
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Alexander Volkov vs. Jairzinho Rozenstruik,Alexander Volkov,Jairzinho Rozenstruik,Alexander Volkov,W,L,Heavyweight Bout,KO/TKO,1,2:12,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/7a635063e5f1699b
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Damon Jackson vs. Dan Argueta,Damon Jackson,Dan Argueta,Damon Jackson,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/04e6198326be4857
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Niklas Stolze vs. Benoit Saint Denis,Niklas Stolze,Benoit Saint Denis,Benoit Saint Denis,L,W,Lightweight Bout,Submission,2,1:32,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/ed32da52aff68944
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Johnny Munoz vs. Tony Gravely,Johnny Munoz,Tony Gravely,Tony Gravely,L,W,Bantamweight Bout,KO/TKO,1,1:08,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/43d7d4b67be48553
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Jeff Molina vs. Zhalgas Zhumagulov,Jeff Molina,Zhalgas Zhumagulov,Jeff Molina,W,L,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/7e20b0536fbbd560
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Rinat Fakhretdinov vs. Andreas Michailidis,Rinat Fakhretdinov,Andreas Michailidis,Rinat Fakhretdinov,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/a09447d185a62251
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Erin Blanchfield vs. JJ Aldrich,Erin Blanchfield,JJ Aldrich,Erin Blanchfield,W,L,Women's Flyweight Bout,Submission,2,2:38,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/59b2bbb251968ca9
UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",Joe Solecki vs. Alex Da Silva,Joe Solecki,Alex Da Silva,Joe Solecki,W,L,Lightweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e5e75d831670b401
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Glover Teixeira vs. Jiri Prochazka,Glover Teixeira,Jiri Prochazka,Jiri Prochazka,L,W,UFC Light Heavyweight Title Bout,Submission,5,4:32,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/fd49f89b9d97566b
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Valentina Shevchenko vs. Taila Santos,Valentina Shevchenko,Taila Santos,Valentina Shevchenko,W,L,UFC Women's Flyweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,http://ufcstats.com/fight-details/049ad6d87b42eba8
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Zhang Weili vs. Joanna Jedrzejczyk,Zhang Weili,Joanna Jedrzejczyk,Zhang Weili,W,L,Women's Strawweight Bout,KO/TKO,2,2:28,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/4305cb30533dac77
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Andre Fialho vs. Jake Matthews,Andre Fialho,Jake Matthews,Jake Matthews,L,W,Welterweight Bout,KO/TKO,2,2:24,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/d7a7ba46c4f075d7
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Jack Della Maddalena vs. Ramazan Emeev,Jack Della Maddalena,Ramazan Emeev,Jack Della Maddalena,W,L,Welterweight Bout,KO/TKO,1,2:32,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/f115a91066a77ee7
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",SeungWoo Choi vs. Josh Culibao,SeungWoo Choi,Josh Culibao,Josh Culibao,L,W,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/c94b153951be7590
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Brendan Allen vs. Jacob Malkoun,Brendan Allen,Jacob Malkoun,Brendan Allen,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/50eed57ea1390e16
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Kyung Ho Kang vs. Batgerel Danaa,Kyung Ho Kang,Batgerel Danaa,Kyung Ho Kang,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/029f5c36820fdc09
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Liang Na vs. Silvana Gomez Juarez,Liang Na,Silvana Gomez Juarez,Silvana Gomez Juarez,L,W,Women's Strawweight Bout,KO/TKO,1,1:22,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/f466cd99d02644e9
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Ramona Pascual vs. Joselyne Edwards,Ramona Pascual,Joselyne Edwards,Joselyne Edwards,L,W,Women's Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/5f4a107d930e4852
UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",Maheshate vs. Steve Garcia,Maheshate,Steve Garcia,Maheshate,W,L,Lightweight Bout,KO/TKO,1,1:14,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/4a116a55ffaa0d64
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Julian Marquez vs. Gregory Rodrigues,Julian Marquez,Gregory Rodrigues,Gregory Rodrigues,L,W,Middleweight Bout,KO/TKO,1,3:18,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/5095f6290670009d
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Calvin Kattar vs. Josh Emmett,Calvin Kattar,Josh Emmett,Josh Emmett,L,W,Featherweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/6e559181bfbc77e1
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Tim Means vs. Kevin Holland,Tim Means,Kevin Holland,Kevin Holland,L,W,Welterweight Bout,Submission,2,1:28,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/1bc662949337a8c4
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Joaquin Buckley vs. Albert Duraev,Joaquin Buckley,Albert Duraev,Joaquin Buckley,W,L,Middleweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/11e83902f5b8ff63
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Damir Ismagulov vs. Guram Kutateladze,Damir Ismagulov,Guram Kutateladze,Damir Ismagulov,W,L,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4e6218b6b892b017
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Adrian Yanez vs. Tony Kelley,Adrian Yanez,Tony Kelley,Adrian Yanez,W,L,Bantamweight Bout,KO/TKO,1,3:49,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/20cefe64f4b28be8
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Roman Dolidze vs. Kyle Daukaus,Roman Dolidze,Kyle Daukaus,Roman Dolidze,W,L,Middleweight Bout,KO/TKO,1,1:13,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/e8a5e53ffd33c0f9
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Court McGee vs. Jeremiah Wells,Court McGee,Jeremiah Wells,Jeremiah Wells,L,W,Welterweight Bout,KO/TKO,1,1:34,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/9a92d376fba2379d
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Ricardo Ramos vs. Danny Chavez,Ricardo Ramos,Danny Chavez,Ricardo Ramos,W,L,Featherweight Bout,KO/TKO,1,1:12,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/1378fc2be3819b2b
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Maria Oliveira vs. Gloria de Paula,Maria Oliveira,Gloria de Paula,Maria Oliveira,W,L,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/5b5d7f7ae712c6d8
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Eddie Wineland vs. Cody Stamann,Eddie Wineland,Cody Stamann,Cody Stamann,L,W,Bantamweight Bout,KO/TKO,1,0:59,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/8b5c760f34daafe0
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Phil Hawes vs. Deron Winn,Phil Hawes,Deron Winn,Phil Hawes,W,L,Middleweight Bout,KO/TKO,2,4:25,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/897d9e21c59d0633
UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",Jasmine Jasudavicius vs. Natalia Silva,Jasmine Jasudavicius,Natalia Silva,Natalia Silva,L,W,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/2c7c7648e847f2e5
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Arman Tsarukyan vs. Mateusz Gamrot,Arman Tsarukyan,Mateusz Gamrot,Mateusz Gamrot,L,W,Lightweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,http://ufcstats.com/fight-details/1f5f59924b59408b
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Neil Magny vs. Shavkat Rakhmonov,Neil Magny,Shavkat Rakhmonov,Shavkat Rakhmonov,L,W,Welterweight Bout,Submission,2,4:58,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/3c98739eb42f96bf
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Josh Parisian vs. Alan Baudot,Josh Parisian,Alan Baudot,Josh Parisian,W,L,Heavyweight Bout,KO/TKO,2,3:04,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/c57c8e22a3e8dde2
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Thiago Moises vs. Christos Giagos,Thiago Moises,Christos Giagos,Thiago Moises,W,L,Lightweight Bout,Submission,1,3:05,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/029a12d36a4687e1
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Nate Maness vs. Umar Nurmagomedov,Nate Maness,Umar Nurmagomedov,Umar Nurmagomedov,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/28bd070f7ab0a0b9
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Chris Curtis vs. Rodolfo Vieira,Chris Curtis,Rodolfo Vieira,Chris Curtis,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/3f38100fd8dae286
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Shayilan Nuerdanbieke vs. TJ Brown,Shayilan Nuerdanbieke,TJ Brown,Shayilan Nuerdanbieke,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/21f79cd40513d075
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Raulian Paiva vs. Sergey Morozov,Raulian Paiva,Sergey Morozov,Sergey Morozov,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/a457331c27bce6d5
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",JP Buys vs. Cody Durden,JP Buys,Cody Durden,Cody Durden,L,W,Flyweight Bout,KO/TKO,1,1:08,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/8cc43d79b61efc25
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Brian Kelleher vs. Mario Bautista,Brian Kelleher,Mario Bautista,Mario Bautista,L,W,Bantamweight Bout,Submission,1,2:27,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/24a9fc95a3112f51
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Vanessa Demopoulos vs. Jinh Yu Frey,Vanessa Demopoulos,Jinh Yu Frey,Vanessa Demopoulos,W,L,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/2c73bf152247f25a
UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",Carlos Ulberg vs. Tafon Nchukwi,Carlos Ulberg,Tafon Nchukwi,Carlos Ulberg,W,L,Light Heavyweight Bout,KO/TKO,1,1:15,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/28be3fbe5c377380
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Pedro Munhoz vs. Sean O'Malley,Pedro Munhoz,Sean O'Malley,,NC,NC,Bantamweight Bout,Could Not Continue,2,3:09,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/39dccca8e8083072
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Alexander Volkanovski vs. Max Holloway,Alexander Volkanovski,Max Holloway,Alexander Volkanovski,W,L,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/4047e98132306cd5
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Sean Strickland vs. Alex Pereira,Sean Strickland,Alex Pereira,Alex Pereira,L,W,Middleweight Bout,KO/TKO,1,2:36,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/0308bcdd00cc72e2
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Robbie Lawler vs. Bryan Barberena,Robbie Lawler,Bryan Barberena,Bryan Barberena,L,W,Welterweight Bout,KO/TKO,2,4:47,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/12a33d16e1d4e2d9
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Brad Riddell vs. Jalin Turner,Brad Riddell,Jalin Turner,Jalin Turner,L,W,Lightweight Bout,Submission,1,0:45,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/98411542ca0e847d
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Israel Adesanya vs. Jared Cannonier,Israel Adesanya,Jared Cannonier,Israel Adesanya,W,L,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/a7eaf7b101166d3e
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Ian Machado Garry vs. Gabe Green,Ian Machado Garry,Gabe Green,Ian Machado Garry,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/4d8d1701c43c5fea
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Jessica-Rose Clark vs. Julija Stoliarenko,Jessica-Rose Clark,Julija Stoliarenko,Julija Stoliarenko,L,W,Women's Bantamweight Bout,Submission,1,0:42,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/0e2c7ec02a095813
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Jessica Eye vs. Maycee Barber,Jessica Eye,Maycee Barber,Maycee Barber,L,W,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/1c85003f6ec59c9d
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Jim Miller vs. Donald Cerrone,Jim Miller,Donald Cerrone,Jim Miller,W,L,Welterweight Bout,Submission,2,1:32,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/459bc7c0b47719c3
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Brad Tavares vs. Dricus Du Plessis,Brad Tavares,Dricus Du Plessis,Dricus Du Plessis,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/57775c8af89007c7
UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Uriah Hall vs. Andre Muniz,Uriah Hall,Andre Muniz,Andre Muniz,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/99ac96bb67e5c5e4
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Rafael Dos Anjos vs. Rafael Fiziev,Rafael Dos Anjos,Rafael Fiziev,Rafael Fiziev,L,W,Lightweight Bout,KO/TKO,5,0:18,5 Rnd (5-5-5-5-5),Mark Smith,http://ufcstats.com/fight-details/be69cbf1f1671c8e
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Caio Borralho vs. Armen Petrosyan,Caio Borralho,Armen Petrosyan,Caio Borralho,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/6c60e58f8e9e7a4c
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Douglas Silva de Andrade vs. Said Nurmagomedov,Douglas Silva de Andrade,Said Nurmagomedov,Said Nurmagomedov,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/bba6cc8760da34ab
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Aiemann Zahabi vs. Ricky Turcios,Aiemann Zahabi,Ricky Turcios,Aiemann Zahabi,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/c58b3223b5caa18a
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Jared Vanderaa vs. Chase Sherman,Jared Vanderaa,Chase Sherman,Chase Sherman,L,W,Heavyweight Bout,KO/TKO,3,3:10,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/cd63b4144a45b611
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Cody Brundage vs. Tresean Gore,Cody Brundage,Tresean Gore,Cody Brundage,W,L,Middleweight Bout,KO/TKO,1,3:50,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/04e1ff7aeda2a018
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Antonina Shevchenko vs. Cortney Casey,Antonina Shevchenko,Cortney Casey,Antonina Shevchenko,W,L,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/81cbb709dedc914d
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",David Onama vs. Garrett Armfield,David Onama,Garrett Armfield,David Onama,W,L,Featherweight Bout,Submission,2,3:13,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/a652918360fe9a72
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Kennedy Nzechukwu vs. Karl Roberson,Kennedy Nzechukwu,Karl Roberson,Kennedy Nzechukwu,W,L,Light Heavyweight Bout,KO/TKO,3,2:19,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/478bc7d1288e043e
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Ronnie Lawrence vs. Saidyokub Kakhramonov,Ronnie Lawrence,Saidyokub Kakhramonov,Saidyokub Kakhramonov,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/fb3f5a65da9f2ac7
UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,"Las Vegas, Nevada, USA",Michael Johnson vs. Jamie Mullarkey,Michael Johnson,Jamie Mullarkey,Jamie Mullarkey,L,W,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a103b30f6898de7e
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Matt Schnell vs. Sumudaerji,Matt Schnell,Sumudaerji,Matt Schnell,W,L,Flyweight Bout,Submission,2,4:24,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/8e4024cb49c963f2
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Brian Ortega vs. Yair Rodriguez,Brian Ortega,Yair Rodriguez,Yair Rodriguez,L,W,Featherweight Bout,KO/TKO,1,4:11,5 Rnd (5-5-5-5-5),Keith Peterson,http://ufcstats.com/fight-details/7503d5c892f238fb
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Michelle Waterson-Gomez vs. Amanda Lemos,Michelle Waterson-Gomez,Amanda Lemos,Amanda Lemos,L,W,Women's Strawweight Bout,Submission,2,1:48,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e57bfadb506e4f51
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Li Jingliang vs. Muslim Salikhov,Li Jingliang,Muslim Salikhov,Li Jingliang,W,L,Welterweight Bout,KO/TKO,2,4:38,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/dd456668731bd52a
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Shane Burgos vs. Charles Jourdain,Shane Burgos,Charles Jourdain,Shane Burgos,W,L,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/d439374c1fc95581
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Bill Algeo vs. Herbert Burns,Bill Algeo,Herbert Burns,Bill Algeo,W,L,Featherweight Bout,KO/TKO,2,1:50,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/4dd2bcd2b025204e
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Punahele Soriano vs. Dalcha Lungiambula,Punahele Soriano,Dalcha Lungiambula,Punahele Soriano,W,L,Middleweight Bout,KO/TKO,2,0:28,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/ebefe958473b3843
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Ricky Simon vs. Jack Shore,Ricky Simon,Jack Shore,Ricky Simon,W,L,Bantamweight Bout,Submission,2,3:28,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/74b8a36293758342
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Dustin Jacoby vs. Da Woon Jung,Dustin Jacoby,Da Woon Jung,Dustin Jacoby,W,L,Light Heavyweight Bout,KO/TKO,1,3:13,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/a5d2f0fed3ce2899
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Jessica Penne vs. Emily Ducote,Jessica Penne,Emily Ducote,Emily Ducote,L,W,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/b1af3bd0f8266a90
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Lauren Murphy vs. Miesha Tate,Lauren Murphy,Miesha Tate,Lauren Murphy,W,L,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/4965d8eab468b839
UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,"Elmont, New York, USA",Dwight Grant vs. Dustin Stoltzfus,Dwight Grant,Dustin Stoltzfus,Dustin Stoltzfus,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/9f3326195672c2b9
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Paul Craig vs. Volkan Oezdemir,Paul Craig,Volkan Oezdemir,Volkan Oezdemir,L,W,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,http://ufcstats.com/fight-details/47b1cd4e3e2595f8
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Curtis Blaydes vs. Tom Aspinall,Curtis Blaydes,Tom Aspinall,Curtis Blaydes,W,L,Heavyweight Bout,KO/TKO,1,0:15,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/d0fb381cacbb0446
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Jack Hermansson vs. Chris Curtis,Jack Hermansson,Chris Curtis,Jack Hermansson,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/925a36a4af600291
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Paddy Pimblett vs. Jordan Leavitt,Paddy Pimblett,Jordan Leavitt,Paddy Pimblett,W,L,Lightweight Bout,Submission,2,2:46,3 Rnd (5-5-5),Daniel Movahedi,http://ufcstats.com/fight-details/8e02bdaac8ed50e5
